PID,Name,Type,SMILES,H2,CO2,O2,N2,CH4,Link
LP132,PIM-R2,,CCCCCCN1C(=C)C2=C(C1=C)C1=C(OC3=C(O1)C=C1C(=C3)C3(CC(C)(C)C4=CC(*)=C(*)C=C34)CC1(C)C)C(O*)=C2O*,,,,,,https://www.sciencedirect.com/science/article/pii/S0032386112003898
LP133,PIM-R3,,COC1=CC=C(C=C1)N1C(=C)C2=C(C1=C)C1=C(OC3=C(O1)C=C1C(=C3)C3(CC(C)(C)C4=CC(*)=C(*)C=C34)CC1(C)C)C(O*)=C2O*,,,,,,https://www.sciencedirect.com/science/article/pii/S0032386112003898
LP134,PIM-R4,,COC1=CC(=CC(OC)=C1OC)N1C(=C)C2=C(C1=C)C1=C(OC3=C(O1)C=C1C(=C3)C3(CC(C)(C)C4=CC(*)=C(*)C=C34)CC1(C)C)C(O*)=C2O*,,,,,,https://www.sciencedirect.com/science/article/pii/S0032386112003898
LP135,PIM-R5,,CC(C)(C)C1=CC=C(C=C1)N1C(=C)C2=C(C1=C)C1=C(OC3=C(O1)C=C1C(=C3)C3(CC(C)(C)C4=CC(*)=C(*)C=C34)CC1(C)C)C(O*)=C2O*,,,,,,https://www.sciencedirect.com/science/article/pii/S0032386112003898
LP136,PIM-R6,,CC(C)C1=CC(=CC(=C1)C(C)C)N1C(=C)C2=C(C1=C)C1=C(OC3=C(O1)C=C1C(=C3)C3(CC(C)(C)C4=CC(*)=C(*)C=C34)CC1(C)C)C(O*)=C2O*,,,,,,https://www.sciencedirect.com/science/article/pii/S0032386112003898
LP137,PIM-R7,,CC1(C)CC2(CC(C)(C)C3=CC4=C(OC5=C(O4)C4=C(C(=C)N(C4=C)C46CC7CC(CC(C7)C4)C6)C(O*)=C5O*)C=C23)C2=CC(*)=C(*)C=C12,,,,,,https://www.sciencedirect.com/science/article/pii/S0032386112003898
LP138,CO-PIM-R3,,COC1=CC=C(C=C1)N1C(=C)C2=C(C1=C)C1=C(OC3=C(O1)C=C1C(=C3)C3(CC1(C)C)CC(C)(C)C1=CC4=C(OC5=C(O4)C(C#N)=C(*)C(*)=C5C#N)C=C31)C(O*)=C2O*,,,,,,https://www.sciencedirect.com/science/article/pii/S0032386112003898
LP139,CO-PIM-R4,,COC1=CC(=CC(OC)=C1OC)N1C(=C)C2=C(C1=C)C1=C(OC3=C(O1)C=C1C(=C3)C3(CC1(C)C)CC(C)(C)C1=CC4=C(OC5=C(O4)C(C#N)=C(*)C(*)=C5C#N)C=C31)C(O*)=C2O*,,,,,,https://www.sciencedirect.com/science/article/pii/S0032386112003898
LP140,CO-PIM-R6,,CC(C)C1=CC(=CC(=C1)C(C)C)N1C(=C)C2=C(C1=C)C1=C(OC3=C(O1)C=C1C(=C3)C3(CC1(C)C)CC(C)(C)C1=CC4=C(OC5=C(O4)C(C#N)=C(*)C(*)=C5C#N)C=C31)C(O*)=C2O*,,,,,,https://www.sciencedirect.com/science/article/pii/S0032386112003898
LP141,CO-PIM-R7,,CC1(C)CC2(CC(C)(C)C3=CC4=C(OC5=C(O4)C(C#N)=C(*)C(*)=C5C#N)C=C23)C2=CC3=C(OC4=C(O3)C(O*)=C(O*)C3=C4C(=C)N(C3=C)C34CC5CC(CC(C5)C3)C4)C=C12,,,,,,https://www.sciencedirect.com/science/article/pii/S0032386112003898
